,content,sci,date
31,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 720 (60.05%)NEGATIVE 720 (60.05%)165 (13.76%)POSITIVE 165 (13.76%)183 (15.26%)PENDING 183 (15.26%)RECOVERED 127 (10.59%)RECOVERED 127 (10.59%)4 (0.33%)DEATH 4 (0.33%)POSITIVEPOSITIVE 165 (13.76%)PENDINGPENDING 183 (15.26%)DEATHDEATH 4 (0.33%)', '', '', '', '', '', '', 'NEGATIVE 720 (60.05%)NEGATIVE 720 (60.05%)', 'NEGATIVE 720 (60.05%)', '165 (13.76%)POSITIVE 165 (13.76%)', 'POSITIVE 165 (13.76%)', '183 (15.26%)PENDING 183 (15.26%)', 'PENDING 183 (15.26%)', 'RECOVERED 127 (10.59%)RECOVERED 127 (10.59%)', 'RECOVERED 127 (10.59%)', '4 (0.33%)DEATH 4 (0.33%)', 'DEATH 4 (0.33%)', 'POSITIVEPOSITIVE 165 (13.76%)', 'POSITIVE 165 (13.76%)', 'PENDINGPENDING 183 (15.26%)', 'PENDING 183 (15.26%)', 'DEATHDEATH 4 (0.33%)', 'DEATH 4 (0.33%)']",CHESTER,12/5/2020
32,"['', '', '', '', '', '', '', '', '', '2,687 (53.27%)NEGATIVE 2,687 (53.27%)POSITIVE 182 (3.61%)POSITIVE 182 (3.61%)2,031 (40.27%)PENDING 2,031 (40.27%)RECOVERED 144 (2.85%)RECOVERED 144 (2.85%)NEGATIVENEGATIVE 2,687 (53.27%)PENDINGPENDING 2,031 (40.27%)', '', '', '', '', '', '2,687 (53.27%)NEGATIVE 2,687 (53.27%)', 'NEGATIVE 2,687 (53.27%)', 'POSITIVE 182 (3.61%)POSITIVE 182 (3.61%)', 'POSITIVE 182 (3.61%)', '2,031 (40.27%)PENDING 2,031 (40.27%)', 'PENDING 2,031 (40.27%)', 'RECOVERED 144 (2.85%)RECOVERED 144 (2.85%)', 'RECOVERED 144 (2.85%)', 'NEGATIVENEGATIVE 2,687 (53.27%)', 'NEGATIVE 2,687 (53.27%)', 'PENDINGPENDING 2,031 (40.27%)', 'PENDING 2,031 (40.27%)']",COAL TOWNSHIP,12/5/2020
33,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 554 (53.63%)NEGATIVE 554 (53.63%)POSITIVE 222 (21.49%)POSITIVE 222 (21.49%)187 (18.1%)PENDING 187 (18.1%)RECOVERED 64 (6.2%)RECOVERED 64 (6.2%)PENDINGPENDING 187 (18.1%)6 (0.58%)DEATH', '', '', '', '', '', '', 'NEGATIVE 554 (53.63%)NEGATIVE 554 (53.63%)', 'NEGATIVE 554 (53.63%)', 'POSITIVE 222 (21.49%)POSITIVE 222 (21.49%)', 'POSITIVE 222 (21.49%)', '187 (18.1%)PENDING 187 (18.1%)', 'PENDING 187 (18.1%)', 'RECOVERED 64 (6.2%)RECOVERED 64 (6.2%)', 'RECOVERED 64 (6.2%)', 'PENDINGPENDING 187 (18.1%)', 'PENDING 187 (18.1%)', '6 (0.58%)', '', 'DEATH', '']",DALLAS,12/5/2020
34,"['', '', '', '', '', '', '', '', 'NEGATIVE 466 (70.5%)NEGATIVE 466 (70.5%)8 (1.21%)POSITIVE 8 (1.21%)PENDING 187 (28.29%)PENDING 187 (28.29%)POSITIVEPOSITIVE 8 (1.21%)', '', '', '', '', 'NEGATIVE 466 (70.5%)NEGATIVE 466 (70.5%)', 'NEGATIVE 466 (70.5%)', '8 (1.21%)POSITIVE 8 (1.21%)', 'POSITIVE 8 (1.21%)', 'PENDING 187 (28.29%)PENDING 187 (28.29%)', 'PENDING 187 (28.29%)', 'POSITIVEPOSITIVE 8 (1.21%)', 'POSITIVE 8 (1.21%)']",FAYETTE,12/5/2020
35,"['', '', '', '', '', '', '', '', '384 (47%)NEGATIVE 384 (47%)POSITIVE 7 (0.86%)POSITIVE 7 (0.86%)426 (52.14%)PENDING 426 (52.14%)NEGATIVENEGATIVE 384 (47%)PENDINGPENDING 426 (52.14%)', '', '', '', '', '384 (47%)NEGATIVE 384 (47%)', 'NEGATIVE 384 (47%)', 'POSITIVE 7 (0.86%)POSITIVE 7 (0.86%)', 'POSITIVE 7 (0.86%)', '426 (52.14%)PENDING 426 (52.14%)', 'PENDING 426 (52.14%)', 'NEGATIVENEGATIVE 384 (47%)', 'NEGATIVE 384 (47%)', 'PENDINGPENDING 426 (52.14%)', 'PENDING 426 (52.14%)']",FOREST,12/5/2020
36,"['', '', '', '', '', '', '', '', 'NEGATIVE 444 (58.5%)NEGATIVE 444 (58.5%)POSITIVE 23 (3.03%)POSITIVE 23 (3.03%)PENDING 292 (38.47%)PENDING 292 (38.47%)', '', '', '', '', 'NEGATIVE 444 (58.5%)NEGATIVE 444 (58.5%)', 'NEGATIVE 444 (58.5%)', 'POSITIVE 23 (3.03%)POSITIVE 23 (3.03%)', 'POSITIVE 23 (3.03%)', 'PENDING 292 (38.47%)PENDING 292 (38.47%)', 'PENDING 292 (38.47%)']",FRACKVILLE,12/5/2020
37,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 887 (64.18%)NEGATIVE 887 (64.18%)48 (3.47%)POSITIVE 48 (3.47%)PENDING 439 (31.77%)PENDING 439 (31.77%)RECOVERED 7 (0.51%)RECOVERED 7 (0.51%)1 (0.07%)POSITIVEPOSITIVE 48 (3.47%)DEATH', '', '', '', '', '', '', 'NEGATIVE 887 (64.18%)NEGATIVE 887 (64.18%)', 'NEGATIVE 887 (64.18%)', '48 (3.47%)POSITIVE 48 (3.47%)', 'POSITIVE 48 (3.47%)', 'PENDING 439 (31.77%)PENDING 439 (31.77%)', 'PENDING 439 (31.77%)', 'RECOVERED 7 (0.51%)RECOVERED 7 (0.51%)', 'RECOVERED 7 (0.51%)', '1 (0.07%)', '', 'POSITIVEPOSITIVE 48 (3.47%)', 'POSITIVE 48 (3.47%)', 'DEATH', '']",GREENE,12/5/2020
38,"['', '', '', '', '', '', '', '', 'NEGATIVE 394 (69.24%)NEGATIVE 394 (69.24%)6 (1.05%)POSITIVE 6 (1.05%)PENDING 169 (29.7%)PENDING 169 (29.7%)POSITIVEPOSITIVE 6 (1.05%)', '', '', '', '', 'NEGATIVE 394 (69.24%)NEGATIVE 394 (69.24%)', 'NEGATIVE 394 (69.24%)', '6 (1.05%)POSITIVE 6 (1.05%)', 'POSITIVE 6 (1.05%)', 'PENDING 169 (29.7%)PENDING 169 (29.7%)', 'PENDING 169 (29.7%)', 'POSITIVEPOSITIVE 6 (1.05%)', 'POSITIVE 6 (1.05%)']",HOUTZDALE,12/5/2020
39,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 555 (53.57%)NEGATIVE 555 (53.57%)POSITIVE 201 (19.4%)POSITIVE 201 (19.4%)83 (8.01…)PENDING 83 (8.01%)RECOVERED 192 (18.53%)RECOVERED 192 (18.53%)5 (0.48%)DEATH 5 (0.48%)PENDINGPENDING 83 (8.01%)DEATHDEATH 5 (0.48%)', '', '', '', '', '', '', 'NEGATIVE 555 (53.57%)NEGATIVE 555 (53.57%)', 'NEGATIVE 555 (53.57%)', 'POSITIVE 201 (19.4%)POSITIVE 201 (19.4%)', 'POSITIVE 201 (19.4%)', '83 (8.01…)PENDING 83 (8.01%)', 'PENDING 83 (8.01%)', 'RECOVERED 192 (18.53%)RECOVERED 192 (18.53%)', 'RECOVERED 192 (18.53%)', '5 (0.48%)DEATH 5 (0.48%)', 'DEATH 5 (0.48%)', 'PENDINGPENDING 83 (8.01%)', 'PENDING 83 (8.01%)', 'DEATHDEATH 5 (0.48%)', 'DEATH 5 (0.48%)']",HUNTINGDON,12/5/2020
40,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 3,247 (73.93%)NEGATIVE 3,247 (73.93%)449 (10.2…)POSITIVE 449 (10.22%)PENDING 661 (15.05%)PENDING 661 (15.05%)RECOVERED 27 (0.61%)RECOVERED 27 (0.61%)8 (0.18%)POSITIVEPOSITIVE 449 (10.22%)DEATH', '', '', '', '', '', '', 'NEGATIVE 3,247 (73.93%)NEGATIVE 3,247 (73.93%)', 'NEGATIVE 3,247 (73.93%)', '449 (10.2…)POSITIVE 449 (10.22%)', 'POSITIVE 449 (10.22%)', 'PENDING 661 (15.05%)PENDING 661 (15.05%)', 'PENDING 661 (15.05%)', 'RECOVERED 27 (0.61%)RECOVERED 27 (0.61%)', 'RECOVERED 27 (0.61%)', '8 (0.18%)', '', 'POSITIVEPOSITIVE 449 (10.22%)', 'POSITIVE 449 (10.22%)', 'DEATH', '']",LAUREL HIGHLANDS,12/5/2020
41,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 434 (59.53%)NEGATIVE 434 (59.53%)198 (27.16%)POSITIVE 198 (27.16%)PENDING 95 (13.03%)PENDING 95 (13.03%)RECOVERED 1 (0.14%)RECOVERED 1 (0.14%)1 (0.14%)POSITIVEPOSITIVE 198 (27.16%)DEATH', '', '', '', '', '', '', 'NEGATIVE 434 (59.53%)NEGATIVE 434 (59.53%)', 'NEGATIVE 434 (59.53%)', '198 (27.16%)POSITIVE 198 (27.16%)', 'POSITIVE 198 (27.16%)', 'PENDING 95 (13.03%)PENDING 95 (13.03%)', 'PENDING 95 (13.03%)', 'RECOVERED 1 (0.14%)RECOVERED 1 (0.14%)', 'RECOVERED 1 (0.14%)', '1 (0.14%)', '', 'POSITIVEPOSITIVE 198 (27.16%)', 'POSITIVE 198 (27.16%)', 'DEATH', '']",MAHANOY,12/5/2020
42,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 487 (65.02%)NEGATIVE 487 (65.02%)88 (11.75…)POSITIVE 88 (11.75%)122 (16.29%)PENDING 122 (16.29%)RECOVERED 52 (6.94%)RECOVERED 52 (6.94%)POSITIVEPOSITIVE 88 (11.75%)PENDINGPENDING 122 (16.29%)', '', '', '', '', '', 'NEGATIVE 487 (65.02%)NEGATIVE 487 (65.02%)', 'NEGATIVE 487 (65.02%)', '88 (11.75…)POSITIVE 88 (11.75%)', 'POSITIVE 88 (11.75%)', '122 (16.29%)PENDING 122 (16.29%)', 'PENDING 122 (16.29%)', 'RECOVERED 52 (6.94%)RECOVERED 52 (6.94%)', 'RECOVERED 52 (6.94%)', 'POSITIVEPOSITIVE 88 (11.75%)', 'POSITIVE 88 (11.75%)', 'PENDINGPENDING 122 (16.29%)', 'PENDING 122 (16.29%)']",MERCER,12/5/2020
43,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 899 (61.03%)NEGATIVE 899 (61.03%)31 (2.1%)POSITIVE 31 (2.1%)PENDING 540 (36.66%)PENDING 540 (36.66%)RECOVERED 3 (0.2%)RECOVERED 3 (0.2%)POSITIVEPOSITIVE 31 (2.1%)', '', '', '', '', '', 'NEGATIVE 899 (61.03%)NEGATIVE 899 (61.03%)', 'NEGATIVE 899 (61.03%)', '31 (2.1%)POSITIVE 31 (2.1%)', 'POSITIVE 31 (2.1%)', 'PENDING 540 (36.66%)PENDING 540 (36.66%)', 'PENDING 540 (36.66%)', 'RECOVERED 3 (0.2%)RECOVERED 3 (0.2%)', 'RECOVERED 3 (0.2%)', 'POSITIVEPOSITIVE 31 (2.1%)', 'POSITIVE 31 (2.1%)']",MUNCY,12/5/2020
44,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 1,288 (63.64%)NEGATIVE 1,288 (63.64%)114 (5.63%)POSITIVE 114 (5.63%)PENDING 557 (27.52%)PENDING 557 (27.52%)RECOVERED 58 (2.87%)RECOVERED 58 (2.87%)POSITIVEPOSITIVE 114 (5.63%)7 (0.35%)DEATH', '', '', '', '', '', '', 'NEGATIVE 1,288 (63.64%)NEGATIVE 1,288 (63.64%)', 'NEGATIVE 1,288 (63.64%)', '114 (5.63%)POSITIVE 114 (5.63%)', 'POSITIVE 114 (5.63%)', 'PENDING 557 (27.52%)PENDING 557 (27.52%)', 'PENDING 557 (27.52%)', 'RECOVERED 58 (2.87%)RECOVERED 58 (2.87%)', 'RECOVERED 58 (2.87%)', 'POSITIVEPOSITIVE 114 (5.63%)', 'POSITIVE 114 (5.63%)', '7 (0.35%)', '', 'DEATH', '']",PHOENIX,12/5/2020
45,"['', '', '', '', '', '', '', '', 'NEGATIVE 321 (55.34%)NEGATIVE 321 (55.34%)142 (24.48%)POSITIVE 142 (24.48%)PENDING 117 (20.17%)PENDING 117 (20.17%)POSITIVEPOSITIVE 142 (24.48%)', '', '', '', '', 'NEGATIVE 321 (55.34%)NEGATIVE 321 (55.34%)', 'NEGATIVE 321 (55.34%)', '142 (24.48%)POSITIVE 142 (24.48%)', 'POSITIVE 142 (24.48%)', 'PENDING 117 (20.17%)PENDING 117 (20.17%)', 'PENDING 117 (20.17%)', 'POSITIVEPOSITIVE 142 (24.48%)', 'POSITIVE 142 (24.48%)']",PINE GROVE,12/5/2020
46,"['', '', '', '', '', '', '', '', 'NEGATIVE 455 (55.29%)NEGATIVE 455 (55.29%)POSITIVE 45 (5.47%)POSITIVE 45 (5.47%)PENDING 323 (39.25%)PENDING 323 (39.25%)', '', '', '', '', 'NEGATIVE 455 (55.29%)NEGATIVE 455 (55.29%)', 'NEGATIVE 455 (55.29%)', 'POSITIVE 45 (5.47%)POSITIVE 45 (5.47%)', 'POSITIVE 45 (5.47%)', 'PENDING 323 (39.25%)PENDING 323 (39.25%)', 'PENDING 323 (39.25%)']",QUEHANNA BOOTCAMP,12/5/2020
47,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,12/5/2020
48,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 763 (80.83%)NEGATIVE 763 (80.83%)79 (8.37%)POSITIVE 79 (8.37%)PENDING 97 (10.28%)PENDING 97 (10.28%)4 (0.42%)RECOVERED 4 (0.42%)POSITIVEPOSITIVE 79 (8.37%)RECOVEREDRECOVERED 4 (0.42%)1 (0.11%)DEATH', '', '', '', '', '', '', 'NEGATIVE 763 (80.83%)NEGATIVE 763 (80.83%)', 'NEGATIVE 763 (80.83%)', '79 (8.37%)POSITIVE 79 (8.37%)', 'POSITIVE 79 (8.37%)', 'PENDING 97 (10.28%)PENDING 97 (10.28%)', 'PENDING 97 (10.28%)', '4 (0.42%)RECOVERED 4 (0.42%)', 'RECOVERED 4 (0.42%)', 'POSITIVEPOSITIVE 79 (8.37%)', 'POSITIVE 79 (8.37%)', 'RECOVEREDRECOVERED 4 (0.42%)', 'RECOVERED 4 (0.42%)', '1 (0.11%)', '', 'DEATH', '']",ROCKVIEW,12/5/2020
49,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 510 (66.41%)NEGATIVE 510 (66.41%)65 (8.46%)POSITIVE 65 (8.46%)PENDING 158 (20.57%)PENDING 158 (20.57%)RECOVERED 34 (4.43%)RECOVERED 34 (4.43%)POSITIVEPOSITIVE 65 (8.46%)1 (0.13%)DEATH', '', '', '', '', '', '', 'NEGATIVE 510 (66.41%)NEGATIVE 510 (66.41%)', 'NEGATIVE 510 (66.41%)', '65 (8.46%)POSITIVE 65 (8.46%)', 'POSITIVE 65 (8.46%)', 'PENDING 158 (20.57%)PENDING 158 (20.57%)', 'PENDING 158 (20.57%)', 'RECOVERED 34 (4.43%)RECOVERED 34 (4.43%)', 'RECOVERED 34 (4.43%)', 'POSITIVEPOSITIVE 65 (8.46%)', 'POSITIVE 65 (8.46%)', '1 (0.13%)', '', 'DEATH', '']",SMITHFIELD,12/5/2020
50,"['', '', '', '', '', '', '', '', '642 (41.77%)NEGATIVE 642 (41.77%)POSITIVE 251 (16.33%)POSITIVE 251 (16.33%)PENDING 644 (41.9%)PENDING 644 (41.9%)NEGATIVENEGATIVE 642 (41.77%)', '', '', '', '', '642 (41.77%)NEGATIVE 642 (41.77%)', 'NEGATIVE 642 (41.77%)', 'POSITIVE 251 (16.33%)POSITIVE 251 (16.33%)', 'POSITIVE 251 (16.33%)', 'PENDING 644 (41.9%)PENDING 644 (41.9%)', 'PENDING 644 (41.9%)', 'NEGATIVENEGATIVE 642 (41.77%)', 'NEGATIVE 642 (41.77%)']",SOMERSET,12/5/2020
51,"['', '', '', '', '', '', '', '', 'NEGATIVE 499 (75.38%)NEGATIVE 499 (75.38%)76 (11.48%)POSITIVE 76 (11.48%)PENDING 87 (13.14%)PENDING 87 (13.14%)POSITIVEPOSITIVE 76 (11.48%)', '', '', '', '', 'NEGATIVE 499 (75.38%)NEGATIVE 499 (75.38%)', 'NEGATIVE 499 (75.38%)', '76 (11.48%)POSITIVE 76 (11.48%)', 'POSITIVE 76 (11.48%)', 'PENDING 87 (13.14%)PENDING 87 (13.14%)', 'PENDING 87 (13.14%)', 'POSITIVEPOSITIVE 76 (11.48%)', 'POSITIVE 76 (11.48%)']",WAYMART,12/5/2020
52,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 468 (73.01%)NEGATIVE 468 (73.01%)10 (1.5…)POSITIVE 10 (1.56%)PENDING 157 (24.49%)PENDING 157 (24.49%)POSITIVEPOSITIVE 10 (1.56%)RECOVERED 6 (0.94%)RECOVERED 6 (0.94%)', '', '', '', '', '', 'NEGATIVE 468 (73.01%)NEGATIVE 468 (73.01%)', 'NEGATIVE 468 (73.01%)', '10 (1.5…)POSITIVE 10 (1.56%)', 'POSITIVE 10 (1.56%)', 'PENDING 157 (24.49%)PENDING 157 (24.49%)', 'PENDING 157 (24.49%)', 'POSITIVEPOSITIVE 10 (1.56%)', 'POSITIVE 10 (1.56%)', 'RECOVERED 6 (0.94%)RECOVERED 6 (0.94%)', 'RECOVERED 6 (0.94%)']",ALBION,12/4/2020
53,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 389 (68.97%)NEGATIVE 389 (68.97%)56 (9.93…)POSITIVE 56 (9.93%)PENDING 111 (19.68%)PENDING 111 (19.68%)POSITIVEPOSITIVE 56 (9.93%)7 (1.24%)RECOVERED 7 (1.24%)1 (0.18%)RECOVEREDRECOVERED 7 (1.24%)DEATH', '', '', '', '', '', '', 'NEGATIVE 389 (68.97%)NEGATIVE 389 (68.97%)', 'NEGATIVE 389 (68.97%)', '56 (9.93…)POSITIVE 56 (9.93%)', 'POSITIVE 56 (9.93%)', 'PENDING 111 (19.68%)PENDING 111 (19.68%)', 'PENDING 111 (19.68%)', 'POSITIVEPOSITIVE 56 (9.93%)', 'POSITIVE 56 (9.93%)', '7 (1.24%)RECOVERED 7 (1.24%)', 'RECOVERED 7 (1.24%)', '1 (0.18%)', '', 'RECOVEREDRECOVERED 7 (1.24%)', 'RECOVERED 7 (1.24%)', 'DEATH', '']",BENNER TOWNSHIP,12/4/2020
54,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 556 (82.13%)NEGATIVE 556 (82.13%)28 (4.14%)POSITIVE 28 (4.14%)PENDING 89 (13.15%)PENDING 89 (13.15%)POSITIVEPOSITIVE 28 (4.14%)RECOVERED 4 (0.59%)RECOVERED 4 (0.59%)', '', '', '', '', '', 'NEGATIVE 556 (82.13%)NEGATIVE 556 (82.13%)', 'NEGATIVE 556 (82.13%)', '28 (4.14%)POSITIVE 28 (4.14%)', 'POSITIVE 28 (4.14%)', 'PENDING 89 (13.15%)PENDING 89 (13.15%)', 'PENDING 89 (13.15%)', 'POSITIVEPOSITIVE 28 (4.14%)', 'POSITIVE 28 (4.14%)', 'RECOVERED 4 (0.59%)RECOVERED 4 (0.59%)', 'RECOVERED 4 (0.59%)']",CAMBRIDGE SPRINGS,12/4/2020
55,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 4,383 (59.27%)NEGATIVE 4,383 (59.27%)POSITIVE 115 (1.56%)POSITIVE 115 (1.56%)PENDING 2,819 (38.12%)PENDING 2,819 (38.12%)RECOVERED 77 (1.04%)RECOVERED 77 (1.04%)1 (0.01%)DEATH', '', '', '', '', '', '', 'NEGATIVE 4,383 (59.27%)NEGATIVE 4,383 (59.27%)', 'NEGATIVE 4,383 (59.27%)', 'POSITIVE 115 (1.56%)POSITIVE 115 (1.56%)', 'POSITIVE 115 (1.56%)', 'PENDING 2,819 (38.12%)PENDING 2,819 (38.12%)', 'PENDING 2,819 (38.12%)', 'RECOVERED 77 (1.04%)RECOVERED 77 (1.04%)', 'RECOVERED 77 (1.04%)', '1 (0.01%)', '', 'DEATH', '']",CAMP HILL,12/4/2020
56,"['', '', '', '', '', '', '']",CENTRAL OFFICE,12/4/2020
57,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 720 (60.05%)NEGATIVE 720 (60.05%)165 (13.76%)POSITIVE 165 (13.76%)183 (15.26%)PENDING 183 (15.26%)RECOVERED 127 (10.59%)RECOVERED 127 (10.59%)4 (0.33%)DEATH 4 (0.33%)POSITIVEPOSITIVE 165 (13.76%)PENDINGPENDING 183 (15.26%)DEATHDEATH 4 (0.33%)', '', '', '', '', '', '', 'NEGATIVE 720 (60.05%)NEGATIVE 720 (60.05%)', 'NEGATIVE 720 (60.05%)', '165 (13.76%)POSITIVE 165 (13.76%)', 'POSITIVE 165 (13.76%)', '183 (15.26%)PENDING 183 (15.26%)', 'PENDING 183 (15.26%)', 'RECOVERED 127 (10.59%)RECOVERED 127 (10.59%)', 'RECOVERED 127 (10.59%)', '4 (0.33%)DEATH 4 (0.33%)', 'DEATH 4 (0.33%)', 'POSITIVEPOSITIVE 165 (13.76%)', 'POSITIVE 165 (13.76%)', 'PENDINGPENDING 183 (15.26%)', 'PENDING 183 (15.26%)', 'DEATHDEATH 4 (0.33%)', 'DEATH 4 (0.33%)']",CHESTER,12/4/2020
58,"['', '', '', '', '', '', '', '', '', '2,687 (53.27%)NEGATIVE 2,687 (53.27%)POSITIVE 182 (3.61%)POSITIVE 182 (3.61%)2,031 (40.27%)PENDING 2,031 (40.27%)RECOVERED 144 (2.85%)RECOVERED 144 (2.85%)NEGATIVENEGATIVE 2,687 (53.27%)PENDINGPENDING 2,031 (40.27%)', '', '', '', '', '', '2,687 (53.27%)NEGATIVE 2,687 (53.27%)', 'NEGATIVE 2,687 (53.27%)', 'POSITIVE 182 (3.61%)POSITIVE 182 (3.61%)', 'POSITIVE 182 (3.61%)', '2,031 (40.27%)PENDING 2,031 (40.27%)', 'PENDING 2,031 (40.27%)', 'RECOVERED 144 (2.85%)RECOVERED 144 (2.85%)', 'RECOVERED 144 (2.85%)', 'NEGATIVENEGATIVE 2,687 (53.27%)', 'NEGATIVE 2,687 (53.27%)', 'PENDINGPENDING 2,031 (40.27%)', 'PENDING 2,031 (40.27%)']",COAL TOWNSHIP,12/4/2020
59,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 554 (53.63%)NEGATIVE 554 (53.63%)POSITIVE 222 (21.49%)POSITIVE 222 (21.49%)187 (18.1%)PENDING 187 (18.1%)RECOVERED 64 (6.2%)RECOVERED 64 (6.2%)PENDINGPENDING 187 (18.1%)6 (0.58%)DEATH', '', '', '', '', '', '', 'NEGATIVE 554 (53.63%)NEGATIVE 554 (53.63%)', 'NEGATIVE 554 (53.63%)', 'POSITIVE 222 (21.49%)POSITIVE 222 (21.49%)', 'POSITIVE 222 (21.49%)', '187 (18.1%)PENDING 187 (18.1%)', 'PENDING 187 (18.1%)', 'RECOVERED 64 (6.2%)RECOVERED 64 (6.2%)', 'RECOVERED 64 (6.2%)', 'PENDINGPENDING 187 (18.1%)', 'PENDING 187 (18.1%)', '6 (0.58%)', '', 'DEATH', '']",DALLAS,12/4/2020
60,"['', '', '', '', '', '', '', '', 'NEGATIVE 466 (70.5%)NEGATIVE 466 (70.5%)8 (1.21%)POSITIVE 8 (1.21%)PENDING 187 (28.29%)PENDING 187 (28.29%)POSITIVEPOSITIVE 8 (1.21%)', '', '', '', '', 'NEGATIVE 466 (70.5%)NEGATIVE 466 (70.5%)', 'NEGATIVE 466 (70.5%)', '8 (1.21%)POSITIVE 8 (1.21%)', 'POSITIVE 8 (1.21%)', 'PENDING 187 (28.29%)PENDING 187 (28.29%)', 'PENDING 187 (28.29%)', 'POSITIVEPOSITIVE 8 (1.21%)', 'POSITIVE 8 (1.21%)']",FAYETTE,12/4/2020
61,"['', '', '', '', '', '', '', '', '384 (47%)NEGATIVE 384 (47%)POSITIVE 7 (0.86%)POSITIVE 7 (0.86%)426 (52.14%)PENDING 426 (52.14%)NEGATIVENEGATIVE 384 (47%)PENDINGPENDING 426 (52.14%)', '', '', '', '', '384 (47%)NEGATIVE 384 (47%)', 'NEGATIVE 384 (47%)', 'POSITIVE 7 (0.86%)POSITIVE 7 (0.86%)', 'POSITIVE 7 (0.86%)', '426 (52.14%)PENDING 426 (52.14%)', 'PENDING 426 (52.14%)', 'NEGATIVENEGATIVE 384 (47%)', 'NEGATIVE 384 (47%)', 'PENDINGPENDING 426 (52.14%)', 'PENDING 426 (52.14%)']",FOREST,12/4/2020
62,"['', '', '', '', '', '', '', '', 'NEGATIVE 444 (58.5%)NEGATIVE 444 (58.5%)POSITIVE 23 (3.03%)POSITIVE 23 (3.03%)PENDING 292 (38.47%)PENDING 292 (38.47%)', '', '', '', '', 'NEGATIVE 444 (58.5%)NEGATIVE 444 (58.5%)', 'NEGATIVE 444 (58.5%)', 'POSITIVE 23 (3.03%)POSITIVE 23 (3.03%)', 'POSITIVE 23 (3.03%)', 'PENDING 292 (38.47%)PENDING 292 (38.47%)', 'PENDING 292 (38.47%)']",FRACKVILLE,12/4/2020
63,"['', '', '', '', '', '', '', '', '', '', '', 'NEGATIVE 887 (64.18%)NEGATIVE 887 (64.18%)48 (3.47%)POSITIVE 48 (3.47%)PENDING 439 (31.77%)PENDING 439 (31.77%)RECOVERED 7 (0.51%)RECOVERED 7 (0.51%)1 (0.07%)POSITIVEPOSITIVE 48 (3.47%)DEATH', '', '', '', '', '', '', 'NEGATIVE 887 (64.18%)NEGATIVE 887 (64.18%)', 'NEGATIVE 887 (64.18%)', '48 (3.47%)POSITIVE 48 (3.47%)', 'POSITIVE 48 (3.47%)', 'PENDING 439 (31.77%)PENDING 439 (31.77%)', 'PENDING 439 (31.77%)', 'RECOVERED 7 (0.51%)RECOVERED 7 (0.51%)', 'RECOVERED 7 (0.51%)', '1 (0.07%)', '', 'POSITIVEPOSITIVE 48 (3.47%)', 'POSITIVE 48 (3.47%)', 'DEATH', '']",GREENE,12/4/2020
64,"['', '', '', '', '', '', '', '', 'NEGATIVE 394 (69.24%)NEGATIVE 394 (69.24%)6 (1.05%)POSITIVE 6 (1.05%)PENDING 169 (29.7%)PENDING 169 (29.7%)POSITIVEPOSITIVE 6 (1.05%)', '', '', '', '', 'NEGATIVE 394 (69.24%)NEGATIVE 394 (69.24%)', 'NEGATIVE 394 (69.24%)', '6 (1.05%)POSITIVE 6 (1.05%)', 'POSITIVE 6 (1.05%)', 'PENDING 169 (29.7%)PENDING 169 (29.7%)', 'PENDING 169 (29.7%)', 'POSITIVEPOSITIVE 6 (1.05%)', 'POSITIVE 6 (1.05%)']",HOUTZDALE,12/4/2020
