,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month,date
3378,Pine Grove,1030.0,4.0,1026.0,0.0,-8.0,-4.0,2020-09-16
3379,Quehanna,460.0,0.0,460.0,0.0,0.0,0.0,2020-09-16
3380,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-16
3381,Rockview,1682.0,6.0,1676.0,-2.0,-35.0,-36.0,2020-09-16
3382,Smithfield,1382.0,4.0,1378.0,0.0,-1.0,0.0,2020-09-16
3383,Somerset,2279.0,0.0,2279.0,4.0,-1.0,3.0,2020-09-16
3384,Waymart,1082.0,9.0,1073.0,2.0,-1.0,0.0,2020-09-16
3385,SCI TOTAL,40530.0,127.0,40403.0,-9.0,-119.0,-139.0,2020-09-16
3386,CCC/F East,614.0,0.0,614.0,22.0,-50.0,-50.0,2020-09-16
3387,CCC/F Central,872.0,0.0,872.0,8.0,-24.0,-24.0,2020-09-16
3388,CCC/F West,648.0,0.0,648.0,21.0,-18.0,-18.0,2020-09-16
3389,CCC/F TOTAL,2134.0,0.0,2134.0,51.0,-92.0,-92.0,2020-09-16
3390,Albion,2231.0,4.0,2227.0,0.0,-9.0,-6.0,2020-09-02
3391,Benner,2011.0,3.0,2008.0,1.0,-2.0,0.0,2020-09-02
3392,Camp Hill,2160.0,8.0,2152.0,-1.0,27.0,-17.0,2020-09-02
3393,Cambridge Springs,989.0,19.0,970.0,3.0,4.0,-2.0,2020-09-02
3394,Chester,1005.0,2.0,1003.0,12.0,2.0,1.0,2020-09-02
3395,Coal Township,2217.0,4.0,2213.0,-41.0,-34.0,-53.0,2020-09-02
3396,Dallas,2123.0,2.0,2121.0,0.0,-3.0,-2.0,2020-09-02
3397,Frackville,1058.0,4.0,1054.0,-2.0,0.0,1.0,2020-09-02
3398,Forest,2361.0,6.0,2355.0,-2.0,-22.0,-17.0,2020-09-02
3399,Fayette,1979.0,4.0,1975.0,-1.0,-11.0,-9.0,2020-09-02
3400,Greene,1711.0,3.0,1708.0,-6.0,10.0,11.0,2020-09-02
3401,Houtzdale,2444.0,2.0,2442.0,-3.0,-10.0,-6.0,2020-09-02
3402,Huntingdon,1788.0,1.0,1787.0,-3.0,-9.0,-7.0,2020-09-02
3403,Laurel Highlands,938.0,15.0,923.0,2.0,-12.0,-5.0,2020-09-02
3404,Mahanoy,2328.0,5.0,2323.0,1.0,7.0,6.0,2020-09-02
3405,Mercer,1328.0,3.0,1325.0,-1.0,-17.0,-15.0,2020-09-02
3406,Muncy,1112.0,11.0,1101.0,4.0,-2.0,11.0,2020-09-02
3407,Phoenix,2832.0,8.0,2824.0,24.0,8.0,7.0,2020-09-02
3408,Pine Grove,1030.0,4.0,1026.0,0.0,-8.0,-4.0,2020-09-02
3409,Quehanna,460.0,0.0,460.0,0.0,0.0,0.0,2020-09-02
3410,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-02
3411,Rockview,1682.0,6.0,1676.0,-2.0,-35.0,-36.0,2020-09-02
3412,Smithfield,1382.0,4.0,1378.0,0.0,-1.0,0.0,2020-09-02
3413,Somerset,2279.0,0.0,2279.0,4.0,-1.0,3.0,2020-09-02
3414,Waymart,1082.0,9.0,1073.0,2.0,-1.0,0.0,2020-09-02
3415,SCI TOTAL,40530.0,127.0,40403.0,-9.0,-119.0,-139.0,2020-09-02
3416,CCC/F East,614.0,0.0,614.0,22.0,-50.0,-50.0,2020-09-02
3417,CCC/F Central,872.0,0.0,872.0,8.0,-24.0,-24.0,2020-09-02
3418,CCC/F West,648.0,0.0,648.0,21.0,-18.0,-18.0,2020-09-02
3419,CCC/F TOTAL,2134.0,0.0,2134.0,51.0,-92.0,-92.0,2020-09-02
3420,Albion,2191.0,4.0,2187.0,0.0,-1.0,-11.0,2020-07-07
3421,Benner,2055.0,3.0,2052.0,-1.0,-1.0,8.0,2020-07-07
3422,Camp Hill,2009.0,9.0,2000.0,-44.0,-47.0,-93.0,2020-07-07
3423,Cambridge Springs,1043.0,19.0,1024.0,9.0,7.0,0.0,2020-07-07
3424,Chester,981.0,3.0,978.0,-6.0,-6.0,39.0,2020-07-07
3425,Coal Township,2132.0,4.0,2128.0,10.0,3.0,14.0,2020-07-07
3426,Dallas,2100.0,3.0,2097.0,-1.0,-1.0,-41.0,2020-07-07
3427,Frackville,1210.0,4.0,1206.0,-7.0,-8.0,-10.0,2020-07-07
3428,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0,2020-07-07
3429,Fayette,2006.0,4.0,2002.0,0.0,-4.0,-7.0,2020-07-07
3430,Greene,1749.0,3.0,1746.0,1.0,-2.0,7.0,2020-07-07
3431,Houtzdale,2450.0,3.0,2447.0,3.0,1.0,-2.0,2020-07-07
3432,Huntingdon,1867.0,1.0,1866.0,-1.0,-2.0,-5.0,2020-07-07
3433,Laurel Highlands,1226.0,18.0,1208.0,-1.0,-5.0,-8.0,2020-07-07
3434,Mahanoy,2340.0,5.0,2335.0,-2.0,-2.0,-16.0,2020-07-07
3435,Mercer,1353.0,3.0,1350.0,-1.0,-7.0,5.0,2020-07-07
3436,Muncy,1121.0,11.0,1110.0,-2.0,-11.0,-11.0,2020-07-07
3437,Phoenix,2857.0,9.0,2848.0,-2.0,-11.0,-24.0,2020-07-07
3438,Pine Grove,1050.0,4.0,1046.0,-1.0,-4.0,12.0,2020-07-07
3439,Quehanna,480.0,0.0,480.0,20.0,20.0,31.0,2020-07-07
3440,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-07-07
3441,Rockview,1979.0,8.0,1971.0,-1.0,-2.0,-6.0,2020-07-07
3442,Smithfield,1404.0,5.0,1399.0,33.0,31.0,41.0,2020-07-07
3443,Somerset,2303.0,0.0,2303.0,-1.0,-4.0,-2.0,2020-07-07
3444,Waymart,1165.0,11.0,1154.0,-3.0,-4.0,-18.0,2020-07-07
3445,SCI TOTAL,41466.0,142.0,41324.0,2.0,-65.0,-103.0,2020-07-07
3446,CCC/F East,864.0,0.0,864.0,-17.0,-17.0,-24.0,2020-07-07
3447,CCC/F Central,934.0,0.0,934.0,-18.0,-18.0,-28.0,2020-07-07
3448,CCC/F West,620.0,0.0,620.0,-3.0,-3.0,-19.0,2020-07-07
3449,CCC/F TOTAL,2418.0,0.0,2418.0,-38.0,-38.0,-71.0,2020-07-07
3450,Albion,2184.0,4.0,2180.0,-7.0,-8.0,-18.0,2020-07-13
3451,Benner,2047.0,3.0,2044.0,-8.0,-9.0,0.0,2020-07-13
3452,Camp Hill,1939.0,9.0,1930.0,-70.0,-117.0,-163.0,2020-07-13
3453,Cambridge Springs,1043.0,19.0,1024.0,0.0,7.0,0.0,2020-07-13
3454,Chester,985.0,3.0,982.0,4.0,-2.0,43.0,2020-07-13
3455,Coal Township,2139.0,4.0,2135.0,7.0,10.0,21.0,2020-07-13
3456,Dallas,2099.0,3.0,2096.0,-1.0,-2.0,-42.0,2020-07-13
3457,Frackville,1205.0,4.0,1201.0,-5.0,-13.0,-15.0,2020-07-13
3458,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0,2020-07-13
3459,Fayette,2017.0,4.0,2013.0,11.0,7.0,4.0,2020-07-13
3460,Greene,1752.0,3.0,1749.0,3.0,1.0,10.0,2020-07-13
3461,Houtzdale,2450.0,3.0,2447.0,0.0,1.0,-2.0,2020-07-13
3462,Huntingdon,1863.0,1.0,1862.0,-4.0,-6.0,-9.0,2020-07-13
3463,Laurel Highlands,1226.0,18.0,1208.0,0.0,-5.0,-8.0,2020-07-13
3464,Mahanoy,2334.0,5.0,2329.0,-6.0,-8.0,-22.0,2020-07-13
3465,Mercer,1376.0,3.0,1373.0,23.0,16.0,28.0,2020-07-13
3466,Muncy,1121.0,11.0,1110.0,0.0,-11.0,-11.0,2020-07-13
3467,Phoenix,2851.0,9.0,2842.0,-6.0,-17.0,-30.0,2020-07-13
3468,Pine Grove,1070.0,4.0,1066.0,20.0,16.0,32.0,2020-07-13
3469,Quehanna,478.0,0.0,478.0,-2.0,18.0,29.0,2020-07-13
3470,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-07-13
3471,Rockview,1976.0,8.0,1968.0,-3.0,-5.0,-9.0,2020-07-13
3472,Smithfield,1403.0,5.0,1398.0,-1.0,30.0,40.0,2020-07-13
3473,Somerset,2302.0,0.0,2302.0,-1.0,-5.0,-3.0,2020-07-13
3474,Waymart,1162.0,11.0,1151.0,-3.0,-7.0,-21.0,2020-07-13
3475,SCI TOTAL,41417.0,142.0,41275.0,-49.0,-114.0,-152.0,2020-07-13
3476,CCC/F East,864.0,0.0,864.0,0.0,-17.0,-24.0,2020-07-13
3477,CCC/F Central,934.0,0.0,934.0,0.0,-18.0,-28.0,2020-07-13
3478,CCC/F West,620.0,0.0,620.0,0.0,-3.0,-19.0,2020-07-13
3479,CCC/F TOTAL,2418.0,0.0,2418.0,0.0,-38.0,-71.0,2020-07-13
3480,Albion,2184.0,4.0,2180.0,-7.0,-8.0,-18.0,2020-07-12
3481,Benner,2047.0,3.0,2044.0,-8.0,-9.0,0.0,2020-07-12
3482,Camp Hill,1939.0,9.0,1930.0,-70.0,-117.0,-163.0,2020-07-12
3483,Cambridge Springs,1043.0,19.0,1024.0,0.0,7.0,0.0,2020-07-12
3484,Chester,985.0,3.0,982.0,4.0,-2.0,43.0,2020-07-12
3485,Coal Township,2139.0,4.0,2135.0,7.0,10.0,21.0,2020-07-12
3486,Dallas,2099.0,3.0,2096.0,-1.0,-2.0,-42.0,2020-07-12
3487,Frackville,1205.0,4.0,1201.0,-5.0,-13.0,-15.0,2020-07-12
3488,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0,2020-07-12
3489,Fayette,2017.0,4.0,2013.0,11.0,7.0,4.0,2020-07-12
3490,Greene,1752.0,3.0,1749.0,3.0,1.0,10.0,2020-07-12
3491,Houtzdale,2450.0,3.0,2447.0,0.0,1.0,-2.0,2020-07-12
3492,Huntingdon,1863.0,1.0,1862.0,-4.0,-6.0,-9.0,2020-07-12
3493,Laurel Highlands,1226.0,18.0,1208.0,0.0,-5.0,-8.0,2020-07-12
3494,Mahanoy,2334.0,5.0,2329.0,-6.0,-8.0,-22.0,2020-07-12
3495,Mercer,1376.0,3.0,1373.0,23.0,16.0,28.0,2020-07-12
3496,Muncy,1121.0,11.0,1110.0,0.0,-11.0,-11.0,2020-07-12
3497,Phoenix,2851.0,9.0,2842.0,-6.0,-17.0,-30.0,2020-07-12
3498,Pine Grove,1070.0,4.0,1066.0,20.0,16.0,32.0,2020-07-12
3499,Quehanna,478.0,0.0,478.0,-2.0,18.0,29.0,2020-07-12
3500,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-07-12
3501,Rockview,1976.0,8.0,1968.0,-3.0,-5.0,-9.0,2020-07-12
3502,Smithfield,1403.0,5.0,1398.0,-1.0,30.0,40.0,2020-07-12
3503,Somerset,2302.0,0.0,2302.0,-1.0,-5.0,-3.0,2020-07-12
3504,Waymart,1162.0,11.0,1151.0,-3.0,-7.0,-21.0,2020-07-12
3505,SCI TOTAL,41417.0,142.0,41275.0,-49.0,-114.0,-152.0,2020-07-12
3506,CCC/F East,864.0,0.0,864.0,0.0,-17.0,-24.0,2020-07-12
3507,CCC/F Central,934.0,0.0,934.0,0.0,-18.0,-28.0,2020-07-12
3508,CCC/F West,620.0,0.0,620.0,0.0,-3.0,-19.0,2020-07-12
3509,CCC/F TOTAL,2418.0,0.0,2418.0,0.0,-38.0,-71.0,2020-07-12
3510,Albion,2191.0,4.0,2187.0,0.0,-1.0,-11.0,2020-07-06
3511,Benner,2055.0,3.0,2052.0,-1.0,-1.0,8.0,2020-07-06
3512,Camp Hill,2009.0,9.0,2000.0,-44.0,-47.0,-93.0,2020-07-06
3513,Cambridge Springs,1043.0,19.0,1024.0,9.0,7.0,0.0,2020-07-06
3514,Chester,981.0,3.0,978.0,-6.0,-6.0,39.0,2020-07-06
3515,Coal Township,2132.0,4.0,2128.0,10.0,3.0,14.0,2020-07-06
3516,Dallas,2100.0,3.0,2097.0,-1.0,-1.0,-41.0,2020-07-06
3517,Frackville,1210.0,4.0,1206.0,-7.0,-8.0,-10.0,2020-07-06
3518,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0,2020-07-06
3519,Fayette,2006.0,4.0,2002.0,0.0,-4.0,-7.0,2020-07-06
3520,Greene,1749.0,3.0,1746.0,1.0,-2.0,7.0,2020-07-06
3521,Houtzdale,2450.0,3.0,2447.0,3.0,1.0,-2.0,2020-07-06
3522,Huntingdon,1867.0,1.0,1866.0,-1.0,-2.0,-5.0,2020-07-06
3523,Laurel Highlands,1226.0,18.0,1208.0,-1.0,-5.0,-8.0,2020-07-06
3524,Mahanoy,2340.0,5.0,2335.0,-2.0,-2.0,-16.0,2020-07-06
3525,Mercer,1353.0,3.0,1350.0,-1.0,-7.0,5.0,2020-07-06
3526,Muncy,1121.0,11.0,1110.0,-2.0,-11.0,-11.0,2020-07-06
3527,Phoenix,2857.0,9.0,2848.0,-2.0,-11.0,-24.0,2020-07-06
3528,Pine Grove,1050.0,4.0,1046.0,-1.0,-4.0,12.0,2020-07-06
3529,Quehanna,480.0,0.0,480.0,20.0,20.0,31.0,2020-07-06
3530,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-07-06
3531,Rockview,1979.0,8.0,1971.0,-1.0,-2.0,-6.0,2020-07-06
3532,Smithfield,1404.0,5.0,1399.0,33.0,31.0,41.0,2020-07-06
3533,Somerset,2303.0,0.0,2303.0,-1.0,-4.0,-2.0,2020-07-06
3534,Waymart,1165.0,11.0,1154.0,-3.0,-4.0,-18.0,2020-07-06
3535,SCI TOTAL,41466.0,142.0,41324.0,2.0,-65.0,-103.0,2020-07-06
3536,CCC/F East,864.0,0.0,864.0,-17.0,-17.0,-24.0,2020-07-06
